,Driver,Lap,Position,LapTime,Constructor
1210,stroll,69,3,0.96335,racing_point
1211,bottas,69,4,0.9693166666666667,mercedes
1212,russell,69,5,0.9706166666666667,mercedes
1213,sainz,69,6,0.9758666666666667,mclaren
1214,ricciardo,69,7,0.9753166666666667,renault
1215,kvyat,69,8,0.96585,alphatauri
1216,albon,69,9,0.9582166666666667,red_bull
1217,gasly,69,10,0.9741,alphatauri
1218,norris,69,11,0.97165,mclaren
1219,vettel,69,12,0.9753,ferrari
1220,giovinazzi,69,13,0.9790333333333333,alfa
1221,kevin_magnussen,69,14,0.97865,haas
1222,raikkonen,69,15,0.9770166666666666,alfa
1223,pietro_fittipaldi,69,16,0.97455,haas
1224,aitken,69,17,0.96605,williams
1225,perez,70,1,0.9479833333333333,racing_point
1226,ocon,70,2,0.9571833333333334,renault
1227,stroll,70,3,0.9614333333333334,racing_point
1228,russell,70,4,0.9588833333333333,mercedes
1229,bottas,70,5,0.9762,mercedes
1230,sainz,70,6,0.9666333333333333,mclaren
1231,ricciardo,70,7,0.9637,renault
1232,kvyat,70,8,0.9687833333333333,alphatauri
1233,albon,70,9,0.96975,red_bull
1234,gasly,70,10,0.9711333333333333,alphatauri
1235,norris,70,11,0.96995,mclaren
1236,vettel,70,12,0.97005,ferrari
1237,giovinazzi,70,13,0.9732833333333333,alfa
1238,raikkonen,70,14,0.987,alfa
1239,kevin_magnussen,70,15,0.99385,haas
1240,pietro_fittipaldi,70,16,0.9851833333333333,haas
1241,aitken,70,17,0.9713833333333334,williams
1242,perez,71,1,0.94685,racing_point
1243,ocon,71,2,0.9560166666666666,renault
1244,stroll,71,3,0.95875,racing_point
1245,russell,71,4,0.94935,mercedes
1246,bottas,71,5,0.9563166666666667,mercedes
1247,sainz,71,6,0.9596333333333333,mclaren
1248,ricciardo,71,7,0.96385,renault
1249,kvyat,71,8,0.9633333333333334,alphatauri
1250,albon,71,9,0.9632,red_bull
1251,gasly,71,10,0.9647166666666667,alphatauri
1252,norris,71,11,0.9628666666666666,mclaren
1253,vettel,71,12,0.9659,ferrari
1254,giovinazzi,71,13,0.9675166666666667,alfa
1255,raikkonen,71,14,0.9686333333333333,alfa
1256,kevin_magnussen,71,15,0.9824,haas
1257,pietro_fittipaldi,71,16,0.9812333333333333,haas
1258,aitken,71,17,0.9808166666666667,williams
1259,perez,72,1,0.9495833333333333,racing_point
1260,ocon,72,2,0.9597,renault
1261,russell,72,3,0.9427166666666666,mercedes
1262,stroll,72,4,0.9733333333333334,racing_point
1263,bottas,72,5,0.9576333333333333,mercedes
1264,sainz,72,6,0.9580166666666666,mclaren
1265,ricciardo,72,7,0.9572333333333334,renault
1266,albon,72,8,0.9511333333333334,red_bull
1267,kvyat,72,9,0.97245,alphatauri
1268,gasly,72,10,0.97125,alphatauri
1269,norris,72,11,0.9715833333333334,mclaren
1270,vettel,72,12,0.9661333333333333,ferrari
1271,giovinazzi,72,13,0.9615333333333334,alfa
1272,raikkonen,72,14,0.9631666666666666,alfa
1273,kevin_magnussen,72,15,0.967,haas
1274,pietro_fittipaldi,72,16,0.9669666666666666,haas
1275,aitken,72,17,0.9717333333333333,williams
1276,perez,73,1,0.9471,racing_point
1277,russell,73,2,0.9419,mercedes
1278,ocon,73,3,0.97055,renault
1279,stroll,73,4,0.96035,racing_point
1280,bottas,73,5,0.9623666666666667,mercedes
1281,sainz,73,6,0.9583666666666667,mclaren
1282,ricciardo,73,7,0.9577166666666667,renault
1283,albon,73,8,0.9530833333333333,red_bull
1284,kvyat,73,9,0.9531833333333334,alphatauri
1285,gasly,73,10,0.9765333333333334,alphatauri
1286,norris,73,11,0.9772166666666666,mclaren
1287,vettel,73,12,0.9786666666666667,ferrari
1288,giovinazzi,73,13,0.98095,alfa
1289,raikkonen,73,14,0.9657333333333333,alfa
1290,kevin_magnussen,73,15,0.9712333333333333,haas
1291,pietro_fittipaldi,73,16,0.9734333333333334,haas
1292,aitken,73,17,0.9712833333333334,williams
1293,perez,74,1,0.9485166666666667,racing_point
1294,russell,74,2,0.9451666666666667,mercedes
1295,ocon,74,3,0.9585666666666667,renault
1296,stroll,74,4,0.9594166666666667,racing_point
1297,bottas,74,5,0.95895,mercedes
1298,sainz,74,6,0.9619333333333333,mclaren
1299,ricciardo,74,7,0.96115,renault
1300,albon,74,8,0.9583166666666667,red_bull
1301,kvyat,74,9,0.9574833333333334,alphatauri
1302,gasly,74,10,0.9648333333333333,alphatauri
1303,norris,74,11,0.9677166666666667,mclaren
1304,vettel,74,12,0.9744166666666667,ferrari
1305,giovinazzi,74,13,0.9763833333333334,alfa
1306,raikkonen,74,14,0.962,alfa
1307,kevin_magnussen,74,15,0.9667333333333333,haas
1308,pietro_fittipaldi,74,16,0.97605,haas
1309,aitken,74,17,0.9710333333333333,williams
1310,perez,75,1,0.9471,racing_point
1311,russell,75,2,0.9398833333333333,mercedes
1312,ocon,75,3,0.9558333333333333,renault
1313,stroll,75,4,0.9579833333333333,racing_point
1314,bottas,75,5,0.9601833333333334,mercedes
1315,sainz,75,6,0.9596166666666667,mclaren
1316,ricciardo,75,7,0.9619666666666666,renault
1317,albon,75,8,0.9663333333333334,red_bull
1318,kvyat,75,9,0.9641666666666666,alphatauri
1319,gasly,75,10,0.9572166666666667,alphatauri
1320,norris,75,11,0.9603833333333334,mclaren
1321,vettel,75,12,0.9596166666666667,ferrari
1322,giovinazzi,75,13,0.9591833333333334,alfa
1323,raikkonen,75,14,0.97265,alfa
1324,kevin_magnussen,75,15,0.9729833333333333,haas
1325,pietro_fittipaldi,75,16,0.9774833333333334,haas
1326,aitken,75,17,0.98195,williams
1327,perez,76,1,0.9477,racing_point
1328,russell,76,2,0.9407,mercedes
1329,ocon,76,3,0.9602166666666667,renault
1330,stroll,76,4,0.9584166666666667,racing_point
1331,bottas,76,5,0.95775,mercedes
1332,sainz,76,6,0.95735,mclaren
1333,ricciardo,76,7,0.95785,renault
1334,albon,76,8,0.9560166666666666,red_bull
1335,kvyat,76,9,0.9594333333333334,alphatauri
1336,gasly,76,10,0.9562833333333334,alphatauri
1337,norris,76,11,0.9558166666666666,mclaren
1338,vettel,76,12,0.9571833333333334,ferrari
1339,giovinazzi,76,13,0.9613833333333334,alfa
1340,raikkonen,76,14,0.9581333333333333,alfa
1341,kevin_magnussen,76,15,0.9662166666666666,haas
1342,pietro_fittipaldi,76,16,0.9757166666666667,haas
1343,aitken,76,17,0.9848833333333333,williams
1344,perez,77,1,0.9480833333333333,racing_point
1345,russell,77,2,0.9477,mercedes
1346,ocon,77,3,0.9578833333333333,renault
1347,stroll,77,4,0.9573666666666667,racing_point
1348,sainz,77,5,0.9609666666666666,mclaren
1349,ricciardo,77,6,0.9597666666666667,renault
1350,bottas,77,7,1.0027333333333333,mercedes
1351,albon,77,8,0.9691666666666666,red_bull
1352,kvyat,77,9,0.9579833333333333,alphatauri
1353,gasly,77,10,0.9578833333333333,alphatauri
1354,norris,77,11,0.9567,mclaren
1355,vettel,77,12,0.96175,ferrari
1356,giovinazzi,77,13,0.96185,alfa
1357,raikkonen,77,14,0.96485,alfa
1358,kevin_magnussen,77,15,0.9720833333333333,haas
1359,pietro_fittipaldi,77,16,0.9753333333333334,haas
1360,aitken,77,17,0.97575,williams
1361,perez,78,1,0.9499833333333333,racing_point
1362,russell,78,2,0.98485,mercedes
1363,ocon,78,3,0.9621333333333333,renault
1364,stroll,78,4,0.96205,racing_point
1365,sainz,78,5,0.95885,mclaren
1366,ricciardo,78,6,0.9583666666666667,renault
1367,albon,78,7,0.9555,red_bull
1368,kvyat,78,8,0.9667,alphatauri
1369,bottas,78,9,0.9847333333333333,mercedes
1370,gasly,78,10,0.9631166666666666,alphatauri
1371,norris,78,11,0.9618166666666667,mclaren
1372,vettel,78,12,0.9623666666666667,ferrari
1373,giovinazzi,78,13,0.9647166666666667,alfa
1374,raikkonen,78,14,0.9635166666666667,alfa
1375,kevin_magnussen,78,15,0.9786833333333333,haas
1376,pietro_fittipaldi,78,16,0.9745,haas
1377,aitken,78,17,0.9735833333333334,williams
1378,perez,79,1,0.9532166666666667,racing_point
1379,ocon,79,2,0.9591666666666666,renault
1380,stroll,79,3,0.9590333333333333,racing_point
1381,sainz,79,4,0.9591666666666666,mclaren
1382,ricciardo,79,5,0.9606833333333333,renault
1383,albon,79,6,0.9575,red_bull
1384,kvyat,79,7,0.9591666666666666,alphatauri
1385,bottas,79,8,0.9608833333333333,mercedes
1386,gasly,79,9,0.9627,alphatauri
1387,norris,79,10,0.9647333333333333,mclaren
1388,vettel,79,11,0.9643166666666667,ferrari
1389,giovinazzi,79,12,0.9633666666666667,alfa
1390,raikkonen,79,13,0.96315,alfa
1391,russell,79,14,1.2805333333333333,mercedes
1392,kevin_magnussen,79,15,0.9806166666666667,haas
1393,pietro_fittipaldi,79,16,0.9751666666666666,haas
1394,aitken,79,17,0.9698833333333333,williams
1395,perez,80,1,0.95,racing_point
1396,ocon,80,2,0.9587,renault
1397,stroll,80,3,0.95725,racing_point
1398,sainz,80,4,0.95275,mclaren
1399,ricciardo,80,5,0.9543666666666667,renault
1400,albon,80,6,0.95295,red_bull
1401,kvyat,80,7,0.9500166666666666,alphatauri
1402,bottas,80,8,0.9506333333333333,mercedes
1403,gasly,80,9,0.9547666666666667,alphatauri
1404,norris,80,10,0.9548166666666666,mclaren
1405,vettel,80,11,0.9588166666666667,ferrari
1406,giovinazzi,80,12,0.96065,alfa
1407,raikkonen,80,13,0.9616,alfa
1408,russell,80,14,0.9234,mercedes
1409,kevin_magnussen,80,15,0.9644333333333334,haas
1410,pietro_fittipaldi,80,16,0.9715666666666667,haas
1411,aitken,80,17,0.9669666666666666,williams
1412,perez,81,1,0.9519666666666666,racing_point
1413,ocon,81,2,0.9588166666666667,renault
1414,stroll,81,3,0.9566833333333333,racing_point
1415,sainz,81,4,0.9538666666666666,mclaren
1416,ricciardo,81,5,0.9536833333333333,renault
1417,albon,81,6,0.9546333333333333,red_bull
1418,kvyat,81,7,0.95175,alphatauri
1419,bottas,81,8,0.9591,mercedes
1420,gasly,81,9,0.9560333333333333,alphatauri
1421,norris,81,10,0.95985,mclaren
1422,vettel,81,11,0.9612,ferrari
1423,giovinazzi,81,12,0.9644166666666667,alfa
1424,russell,81,13,0.9423666666666667,mercedes
1425,raikkonen,81,14,0.9774833333333334,alfa
1426,kevin_magnussen,81,15,0.9709,haas
1427,pietro_fittipaldi,81,16,0.9781666666666666,haas
1428,aitken,81,17,0.97325,williams
1429,perez,82,1,0.9565666666666667,racing_point
1430,ocon,82,2,0.9592833333333334,renault
1431,stroll,82,3,0.9592333333333334,racing_point
1432,sainz,82,4,0.9608,mclaren
1433,ricciardo,82,5,0.9582,renault
1434,albon,82,6,0.95565,red_bull
1435,kvyat,82,7,0.9574666666666667,alphatauri
1436,bottas,82,8,0.9533,mercedes
1437,gasly,82,9,0.9598333333333333,alphatauri
1438,norris,82,10,0.9559333333333333,mclaren
1439,vettel,82,11,0.9611666666666666,ferrari
1440,giovinazzi,82,12,0.9625,alfa
1441,russell,82,13,0.9462833333333334,mercedes
1442,raikkonen,82,14,0.9645,alfa
1443,kevin_magnussen,82,15,0.9700333333333333,haas
1444,aitken,82,16,0.9668666666666667,williams
1445,pietro_fittipaldi,82,17,0.9949333333333333,haas
1446,perez,83,1,0.9511,racing_point
1447,ocon,83,2,0.9577666666666667,renault
1448,stroll,83,3,0.9586666666666667,racing_point
1449,sainz,83,4,0.9585333333333333,mclaren
1450,ricciardo,83,5,0.9604166666666667,renault
1451,albon,83,6,0.9608166666666667,red_bull
1452,kvyat,83,7,0.9637833333333333,alphatauri
1453,bottas,83,8,0.9550833333333333,mercedes
1454,gasly,83,9,0.9576333333333333,alphatauri
1455,norris,83,10,0.9577833333333333,mclaren
1456,vettel,83,11,0.9607333333333333,ferrari
1457,russell,83,12,0.93865,mercedes
1458,giovinazzi,83,13,0.9701833333333333,alfa
1459,raikkonen,83,14,0.9695833333333334,alfa
1460,kevin_magnussen,83,15,0.97335,haas
1461,aitken,83,16,0.9657333333333333,williams
1462,pietro_fittipaldi,83,17,0.97705,haas
1463,perez,84,1,0.9562333333333334,racing_point
1464,ocon,84,2,0.9588666666666666,renault
1465,stroll,84,3,0.96055,racing_point
1466,sainz,84,4,0.9579333333333333,mclaren
1467,ricciardo,84,5,0.9573333333333334,renault
1468,albon,84,6,0.9587333333333333,red_bull
1469,kvyat,84,7,0.9564166666666667,alphatauri
1470,bottas,84,8,0.9558833333333333,mercedes
1471,gasly,84,9,0.9598666666666666,alphatauri
1472,norris,84,10,0.9565833333333333,mclaren
1473,russell,84,11,0.94165,mercedes
1474,vettel,84,12,0.9718166666666667,ferrari
1475,giovinazzi,84,13,0.9635833333333333,alfa
1476,raikkonen,84,14,0.9624,alfa
1477,kevin_magnussen,84,15,0.96855,haas
1478,aitken,84,16,0.9714666666666667,williams
1479,pietro_fittipaldi,84,17,0.9718833333333333,haas
1480,perez,85,1,0.9534666666666667,racing_point
1481,ocon,85,2,0.9591,renault
1482,stroll,85,3,0.9564666666666667,racing_point
1483,sainz,85,4,0.9565833333333333,mclaren
1484,ricciardo,85,5,0.9562833333333334,renault
1485,albon,85,6,0.9553666666666667,red_bull
1486,kvyat,85,7,0.9566666666666667,alphatauri
1487,bottas,85,8,0.9633,mercedes
1488,norris,85,9,0.9545,mclaren
1489,gasly,85,10,0.9789833333333333,alphatauri
1490,russell,85,11,0.9495,mercedes
1491,vettel,85,12,0.9642833333333334,ferrari
1492,giovinazzi,85,13,0.9612833333333334,alfa
1493,raikkonen,85,14,0.95855,alfa
1494,kevin_magnussen,85,15,0.9689833333333333,haas
1495,aitken,85,16,0.9626833333333333,williams
1496,pietro_fittipaldi,85,17,0.9694333333333334,haas
1497,perez,86,1,0.9567333333333333,racing_point
1498,ocon,86,2,0.9586833333333333,renault
1499,stroll,86,3,0.9567333333333333,racing_point
1500,sainz,86,4,0.9533166666666667,mclaren
1501,ricciardo,86,5,0.95375,renault
1502,albon,86,6,0.9564333333333334,red_bull
1503,kvyat,86,7,0.9554333333333334,alphatauri
1504,bottas,86,8,0.95065,mercedes
1505,norris,86,9,0.9588166666666667,mclaren
1506,russell,86,10,0.9474666666666667,mercedes
1507,gasly,86,11,0.9741166666666666,alphatauri
1508,vettel,86,12,0.9627,ferrari
1509,giovinazzi,86,13,0.9635166666666667,alfa
1510,raikkonen,86,14,0.96845,alfa
1511,kevin_magnussen,86,15,0.97095,haas
1512,aitken,86,16,0.9621166666666666,williams
1513,pietro_fittipaldi,86,17,0.9729166666666667,haas
1514,perez,87,1,0.95405,racing_point
1515,ocon,87,2,0.9586666666666667,renault
1516,stroll,87,3,0.9631666666666666,racing_point
1517,sainz,87,4,0.9634,mclaren
1518,ricciardo,87,5,0.9610833333333333,renault
1519,albon,87,6,0.9563833333333334,red_bull
1520,kvyat,87,7,0.9552,alphatauri
1521,bottas,87,8,0.95735,mercedes
1522,russell,87,9,0.9487666666666666,mercedes
1523,norris,87,10,0.97655,mclaren
1524,gasly,87,11,0.9638833333333333,alphatauri
1525,vettel,87,12,0.9641,ferrari
1526,giovinazzi,87,13,0.9660666666666666,alfa
1527,raikkonen,87,14,0.96955,alfa
1528,kevin_magnussen,87,15,0.9705333333333334,haas
1529,aitken,87,16,0.9656833333333333,williams
1530,pietro_fittipaldi,87,17,0.9687833333333333,haas
